ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,Status
MNE,Europe,Upper Middle Income,month_24_35 , female,secondary,overweight
MNE,Europe,Upper Middle Income,month_24_35 , female,higher,stunting
MNE,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,overweight
MNE,Europe,Upper Middle Income,month_36_47 , female,none,overweight
MNE,Europe,Upper Middle Income,month_36_47 , female,primary,overweight
MNE,Europe,Upper Middle Income,month_36_47 , female,none-primary,stunting
MNE,Europe,Upper Middle Income,month_36_47 , female,secondary,overweight
MNE,Europe,Upper Middle Income,month_36_47 , female,higher,stunting
MNE,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,overweight
MNE,Europe,Upper Middle Income,month_48_59 , female,none,overweight
MNE,Europe,Upper Middle Income,month_48_59 , female,primary,overweight
MNE,Europe,Upper Middle Income,month_48_59 , female,none-primary,stunting
MNE,Europe,Upper Middle Income,month_48_59 , female,secondary,overweight
MNE,Europe,Upper Middle Income,month_48_59 , female,higher,stunting
MNE,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,overweight
MNE,Europe,Upper Middle Income,month_24_59 , female,none,overweight
MNE,Europe,Upper Middle Income,month_24_59 , female,primary,overweight
MNE,Europe,Upper Middle Income,month_24_59 , female,none-primary,stunting
MNE,Europe,Upper Middle Income,month_24_59 , female,secondary,overweight
MNE,Europe,Upper Middle Income,month_24_59 , female,higher,stunting
MNE,Europe,Upper Middle Income,month_24_59 , female,higher_secondary,overweight
MAR,Africa,Lower Middle Income,month_0_5 , male,none,stunting
MAR,Africa,Lower Middle Income,month_0_5 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,none,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,none,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,none,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_0_23 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,none,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,none,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,none,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,primary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,none-primary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,secondary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,higher,stunting
MAR,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,none,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,none,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,none,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,none,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_0_23 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,none,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,none,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,none,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,none,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,primary,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,none-primary,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,secondary,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,higher,stunting
MAR,Africa,Lower Middle Income,month_24_59 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_0_5 , male,none,stunting
MOZ,Africa,Low Income,month_0_5 , male,primary,stunting
MOZ,Africa,Low Income,month_0_5 , male,none-primary,stunting
MOZ,Africa,Low Income,month_0_5 , male,secondary,stunting
MOZ,Africa,Low Income,month_0_5 , male,higher,stunting
MOZ,Africa,Low Income,month_0_5 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_6_11 , male,none,stunting
MOZ,Africa,Low Income,month_6_11 , male,primary,stunting
MOZ,Africa,Low Income,month_6_11 , male,none-primary,stunting
MOZ,Africa,Low Income,month_6_11 , male,secondary,stunting
MOZ,Africa,Low Income,month_6_11 , male,higher,stunting
MOZ,Africa,Low Income,month_6_11 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_12_23 , male,none,stunting
MOZ,Africa,Low Income,month_12_23 , male,primary,stunting
MOZ,Africa,Low Income,month_12_23 , male,none-primary,stunting
MOZ,Africa,Low Income,month_12_23 , male,secondary,stunting
MOZ,Africa,Low Income,month_12_23 , male,higher,stunting
MOZ,Africa,Low Income,month_12_23 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_0_23 , male,none,stunting
MOZ,Africa,Low Income,month_0_23 , male,primary,stunting
MOZ,Africa,Low Income,month_0_23 , male,none-primary,stunting
MOZ,Africa,Low Income,month_0_23 , male,secondary,stunting
MOZ,Africa,Low Income,month_0_23 , male,higher,stunting
MOZ,Africa,Low Income,month_0_23 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_24_35 , male,none,stunting
MOZ,Africa,Low Income,month_24_35 , male,primary,stunting
MOZ,Africa,Low Income,month_24_35 , male,none-primary,stunting
MOZ,Africa,Low Income,month_24_35 , male,secondary,stunting
MOZ,Africa,Low Income,month_24_35 , male,higher,stunting
MOZ,Africa,Low Income,month_24_35 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_36_47 , male,none,stunting
MOZ,Africa,Low Income,month_36_47 , male,primary,stunting
MOZ,Africa,Low Income,month_36_47 , male,none-primary,stunting
MOZ,Africa,Low Income,month_36_47 , male,secondary,stunting
MOZ,Africa,Low Income,month_36_47 , male,higher,stunting
MOZ,Africa,Low Income,month_36_47 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_48_59 , male,none,stunting
MOZ,Africa,Low Income,month_48_59 , male,primary,stunting
MOZ,Africa,Low Income,month_48_59 , male,none-primary,stunting
MOZ,Africa,Low Income,month_48_59 , male,secondary,stunting
MOZ,Africa,Low Income,month_48_59 , male,higher,stunting
MOZ,Africa,Low Income,month_48_59 , male,higher_secondary,stunting
MOZ,Africa,Low Income,month_0_5 , female,none,stunting
MOZ,Africa,Low Income,month_0_5 , female,primary,stunting
MOZ,Africa,Low Income,month_0_5 , female,none-primary,stunting
MOZ,Africa,Low Income,month_0_5 , female,secondary,stunting
MOZ,Africa,Low Income,month_0_5 , female,higher,stunting
MOZ,Africa,Low Income,month_0_5 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_6_11 , female,none,stunting
MOZ,Africa,Low Income,month_6_11 , female,primary,stunting
MOZ,Africa,Low Income,month_6_11 , female,none-primary,stunting
MOZ,Africa,Low Income,month_6_11 , female,secondary,stunting
MOZ,Africa,Low Income,month_6_11 , female,higher,stunting
MOZ,Africa,Low Income,month_6_11 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_12_23 , female,none,stunting
MOZ,Africa,Low Income,month_12_23 , female,primary,stunting
MOZ,Africa,Low Income,month_12_23 , female,none-primary,stunting
MOZ,Africa,Low Income,month_12_23 , female,secondary,stunting
MOZ,Africa,Low Income,month_12_23 , female,higher,stunting
MOZ,Africa,Low Income,month_12_23 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_0_23 , female,none,stunting
MOZ,Africa,Low Income,month_0_23 , female,primary,stunting
MOZ,Africa,Low Income,month_0_23 , female,none-primary,stunting
MOZ,Africa,Low Income,month_0_23 , female,secondary,stunting
MOZ,Africa,Low Income,month_0_23 , female,higher,stunting
MOZ,Africa,Low Income,month_0_23 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_24_35 , female,none,stunting
MOZ,Africa,Low Income,month_24_35 , female,primary,stunting
MOZ,Africa,Low Income,month_24_35 , female,none-primary,stunting
MOZ,Africa,Low Income,month_24_35 , female,secondary,stunting
MOZ,Africa,Low Income,month_24_35 , female,higher,stunting
MOZ,Africa,Low Income,month_24_35 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_36_47 , female,none,stunting
MOZ,Africa,Low Income,month_36_47 , female,primary,stunting
MOZ,Africa,Low Income,month_36_47 , female,none-primary,stunting
MOZ,Africa,Low Income,month_36_47 , female,secondary,stunting
MOZ,Africa,Low Income,month_36_47 , female,higher,stunting
MOZ,Africa,Low Income,month_36_47 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_48_59 , female,none,stunting
MOZ,Africa,Low Income,month_48_59 , female,primary,stunting
MOZ,Africa,Low Income,month_48_59 , female,none-primary,stunting
MOZ,Africa,Low Income,month_48_59 , female,secondary,stunting
MOZ,Africa,Low Income,month_48_59 , female,higher,stunting
MOZ,Africa,Low Income,month_48_59 , female,higher_secondary,stunting
MOZ,Africa,Low Income,month_24_59 , female,none,stunting
MOZ,Africa,Low Income,month_24_59 , female,primary,stunting
MOZ,Africa,Low Income,month_24_59 , female,none-primary,stunting
MOZ,Africa,Low Income,month_24_59 , female,secondary,stunting
MOZ,Africa,Low Income,month_24_59 , female,higher,stunting
MOZ,Africa,Low Income,month_24_59 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,none,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,none,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,none,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,none,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_0_23 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,none,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,none,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,none,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,primary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,none-primary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,secondary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,higher,stunting
MMR,Asia,Lower Middle Income,month_48_59 , male,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,none,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_0_5 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,none,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_6_11 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,none,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_12_23 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,none,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_0_23 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,none,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_24_35 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,none,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_36_47 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,none,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_48_59 , female,higher_secondary,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,none,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,primary,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,none-primary,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,secondary,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,higher,stunting
MMR,Asia,Lower Middle Income,month_24_59 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , male,none,stunting
NAM,Africa,Upper Middle Income,month_0_5 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , male,higher,wasting
NAM,Africa,Upper Middle Income,month_0_5 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , male,none,stunting
NAM,Africa,Upper Middle Income,month_6_11 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , male,higher,wasting
NAM,Africa,Upper Middle Income,month_6_11 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,none,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,higher,stunting
NAM,Africa,Upper Middle Income,month_12_23 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,none,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,higher,stunting
NAM,Africa,Upper Middle Income,month_0_23 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,none,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,higher,stunting
NAM,Africa,Upper Middle Income,month_24_35 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,none,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,higher,stunting
NAM,Africa,Upper Middle Income,month_36_47 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,none,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,primary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,none-primary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,secondary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,higher,stunting
NAM,Africa,Upper Middle Income,month_48_59 , male,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,none,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_0_5 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,none,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_6_11 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,none,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_12_23 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,none,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_0_23 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,none,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_24_35 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,none,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_36_47 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,none,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_48_59 , female,higher_secondary,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,none,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,primary,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,none-primary,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,secondary,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,higher,stunting
NAM,Africa,Upper Middle Income,month_24_59 , female,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,none,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,none,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,none,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,none,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_0_23 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,none,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,none,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,primary,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,none-primary,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,secondary,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,higher,stunting
NPL,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,stunting
NPL,Asia,Lower Middle Income,month_48_59 , male,none,stunting
